,Age,90s,Made_Tkl,Made_TklW,Made_Def 3rd,Made_Mid 3rd,Made_Att 3rd,Dribbler_Tkl,Dribbler_Tkl_Att_And_Past,Dribbler_Tkl%,Dribbler_Past,Press,Press_Succ,Press_%,Press_Def 3rd,Press_Mid 3rd,Press_Att 3rd,Blocks,Block_Sh,ShSv,Block_Pass,Int,Tkl+Int,Clr,Err
24,-1.9000000000000021,0.0,-39.0,-26.0,-53.0,0.0,14.0,-30.0,-43.0,-8.600000000000001,-13.0,-130.0,-19.0,1.8000000000000007,-185.0,-40.0,95.0,-30.0,-22.0,-1.0,-8.0,-27.0,-66.0,-21.0,-1.0
