,90s,Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Player_Past,Dribbles_Megs,Carries,Carries_TotDist,Carries_PrgDist,Carries_Prog,Carries_Final_Third,Carries_Penalty_Box,Carries_Fail,Carries_Dispose,Receiving_Targ,Receiving_Rec,Receiving_Rec%,Receiving_Prog
24,0.0,2458.0,-155.0,-194.0,1586.0,1283.0,193.0,2453.0,13.0,44.0,-6.899999999999999,13.0,-3.0,2325.0,13210.0,8874.0,398.0,97.0,57.0,-16.0,9.0,2447.0,2519.0,10.599999999999994,222.0
